Indicator,Country,Start Year,End Year,Value,Unit,Source
Cereal import dependency ratio,Bangladesh,2012,2014,6.3,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2013,2015,8.1,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2014,2016,9.7,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2015,2017,12.2,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2016,2018,13.1,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2017,2019,12.4,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2018,2020,12.1,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2019,2021,13.7,%,FAOSTAT
Cereal import dependency ratio,Bangladesh,2020,2022,15.7,%,FAOSTAT
Adolescents: Average daily frequency of carbonated soft drink consumption,Bangladesh,2014,2014,1.331735293,,Beal et al. 2019
Cereal losses,Bangladesh,2010,2010,4.072888985302891,%,FAOSTAT
Cereal losses,Bangladesh,2011,2011,3.82429114392385,%,FAOSTAT
Cereal losses,Bangladesh,2012,2012,3.952976275039068,%,FAOSTAT
Cereal losses,Bangladesh,2013,2013,4.050060837823744,%,FAOSTAT
Cereal losses,Bangladesh,2014,2014,4.043704687021342,%,FAOSTAT
Cereal losses,Bangladesh,2015,2015,3.881859274500591,%,FAOSTAT
Cereal losses,Bangladesh,2016,2016,3.891593638429081,%,FAOSTAT
Cereal losses,Bangladesh,2017,2017,3.822526600435013,%,FAOSTAT
Cereal losses,Bangladesh,2018,2018,3.70054294248341,%,FAOSTAT
Cereal losses,Bangladesh,2019,2019,3.886465527686902,%,FAOSTAT
Cereal losses,Bangladesh,2020,2020,3.832697882305902,%,FAOSTAT
Cereal losses,Bangladesh,2021,2021,4.090754362336644,%,FAOSTAT
Cereal losses,Bangladesh,2022,2022,3.889232361863956,%,FAOSTAT
Availability of food-based dietary guidelines,Bangladesh,2000,2000,Yes,,FAO
Chicken yield,Bangladesh,1961,1961,7250,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1962,1962,7300,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1963,1963,7280,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1964,1964,7267,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1965,1965,7270,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1966,1966,7289,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1967,1967,7280,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1968,1968,7273,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1969,1969,7283,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1970,1970,7283,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1971,1971,7283,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1972,1972,7273,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1973,1973,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1974,1974,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1975,1975,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1976,1976,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1977,1977,7283,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1978,1978,7274,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1979,1979,7284,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1980,1980,7275,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1981,1981,7279,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1982,1982,7278,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1983,1983,7278,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1984,1984,6660,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1985,1985,7281,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1986,1986,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1987,1987,7276,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1988,1988,7279,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1989,1989,7282,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1990,1990,7284,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1991,1991,7283,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1992,1992,7282,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1993,1993,7281,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1994,1994,7242,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1995,1995,7119,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1996,1996,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1997,1997,7003,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1998,1998,6997,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,1999,1999,6998,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2000,2000,6999,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2001,2001,6985,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2002,2002,6981,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2003,2003,7030,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2004,2004,6989,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2005,2005,7027,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2006,2006,7005,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2007,2007,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2008,2008,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2009,2009,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2010,2010,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2011,2011,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2012,2012,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2013,2013,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2014,2014,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2015,2015,7000,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2016,2016,6999,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2017,2017,6999,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2018,2018,6998,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2019,2019,6998,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2020,2020,6997,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2021,2021,6998,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2022,2022,6998,100 mg/animal,FAOSTAT
Chicken yield,Bangladesh,2023,2023,6998,100 mg/animal,FAOSTAT
Percent of household consumption spent on food and beverages (households living on less than $2.97 per person per day),Bangladesh,2010,2010,59.8683477,%,World Bank
Availability of fruits,Bangladesh,2010,2010,68.63013698630137,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2011,2011,66.57534246575342,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2012,2012,65.31506849315068,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2013,2013,66.30136986301369,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2014,2014,66.9041095890411,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2015,2015,73.39726027397259,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2016,2016,74.6027397260274,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2017,2017,78.02739726027397,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2018,2018,75.20547945205479,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2019,2019,78.35616438356165,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2020,2020,83.58904109589041,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2021,2021,95.5068493150685,g/capita/day,FAOSTAT
Availability of fruits,Bangladesh,2022,2022,84.08219178082192,g/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2017,2017,3.03,PPP dollar/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2018,2018,3.13,PPP dollar/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2019,2019,3.18,PPP dollar/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2020,2020,3.22,PPP dollar/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2021,2021,3.37,PPP dollar/capita/day,FAOSTAT
Cost of a healthy diet per capita,Bangladesh,2022,2022,3.64,PPP dollar/capita/day,FAOSTAT
"Cost of legumes, nuts, and seeds",Bangladesh,2017,2017,0.23,PPP dollar/capita/day,FAOSTAT
"Cost of legumes, nuts, and seeds",Bangladesh,2021,2021,0.23,PPP dollar/capita/day,FAOSTAT
Percent of the urban population living in cities signed onto the Milan Urban Food Policy Pact,Bangladesh,2020,2020,0,%,Milan Urban Food Policy Pact; Oakridge National Laboratory (Landscan population product); FSCI
Percent of the urban population living in cities signed onto the Milan Urban Food Policy Pact,Bangladesh,2023,2023,0,%,Milan Urban Food Policy Pact; Oakridge National Laboratory (Landscan population product); FSCI
Average number of lunches cooked per week,Bangladesh,2018,2018,2.571419203028488,times/week,Cookpad
Average number of lunches cooked per week,Bangladesh,2019,2019,2.517686594334148,times/week,Cookpad
Average number of lunches cooked per week,Bangladesh,2020,2020,2.777769725157716,times/week,Cookpad
Average number of lunches cooked per week,Bangladesh,2021,2021,2.500251128925428,times/week,Cookpad
Eggs yield,Bangladesh,1961,1961,24138,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1962,1962,24182,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1963,1963,23566,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1964,1964,22905,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1965,1965,22312,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1966,1966,21814,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1967,1967,21667,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1968,1968,21446,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1969,1969,21231,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1970,1970,20996,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1971,1971,21268,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1972,1972,21200,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1973,1973,21269,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1974,1974,21236,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1975,1975,21201,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1976,1976,21175,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1977,1977,21215,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1978,1978,21635,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1979,1979,21573,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1980,1980,21745,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1981,1981,21745,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1982,1982,21744,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1983,1983,21745,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1984,1984,21493,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1985,1985,20393,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1986,1986,20230,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1987,1987,17872,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1988,1988,19963,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1989,1989,19818,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1990,1990,19725,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1991,1991,19606,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1992,1992,19492,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1993,1993,19378,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1994,1994,20071,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1995,1995,20016,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1996,1996,19502,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1997,1997,19393,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1998,1998,19545,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,1999,1999,20122,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2000,2000,19966,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2001,2001,20157,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2002,2002,20048,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2003,2003,20162,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2004,2004,20149,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2005,2005,20053,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2006,2006,20039,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2007,2007,19781,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2008,2008,19134,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2009,2009,19104,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2010,2010,19028,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2011,2011,19150,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2012,2012,19157,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2013,2013,17014,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2014,2014,21196,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2015,2015,22292,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2016,2016,23273,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2017,2017,27287,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2018,2018,27554,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2019,2019,28683,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2020,2020,27831,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2021,2021,27923,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2022,2022,27392,100 mg/animal,FAOSTAT
Eggs yield,Bangladesh,2023,2023,28542,100 mg/animal,FAOSTAT
Dietary energy in the food supply,Bangladesh,2010,2010,2388,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2011,2011,2419,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2012,2012,2430,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2013,2013,2424,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2014,2014,2441,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2015,2015,2505,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2016,2016,2442,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2017,2017,2494,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2018,2018,2564,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2019,2019,2514,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2020,2020,2571,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2021,2021,2567,kcal/capita/day,FAOSTAT
Dietary energy in the food supply,Bangladesh,2022,2022,2581,kcal/capita/day,FAOSTAT
Vegetable yield,Bangladesh,1961,1961,0.5132,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1962,1962,0.51826,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1963,1963,0.49564,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1964,1964,0.50985,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1965,1965,0.5494100000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1966,1966,0.61721,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1967,1967,0.6316700000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1968,1968,0.65212,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1969,1969,0.6700100000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1970,1970,0.6728500000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1971,1971,0.66719,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1972,1972,0.6298,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1973,1973,0.5908800000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1974,1974,0.5823600000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1975,1975,0.61905,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1976,1976,0.58291,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1977,1977,0.5634300000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1978,1978,0.5802600000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1979,1979,0.58052,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1980,1980,0.57107,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1981,1981,0.5587,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1982,1982,0.56782,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1983,1983,0.57432,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1984,1984,0.5799000000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1985,1985,0.5738500000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1986,1986,0.56759,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1987,1987,0.56172,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1988,1988,0.57084,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1989,1989,0.55281,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1990,1990,0.61467,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1991,1991,0.58043,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1992,1992,0.58217,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1993,1993,0.58581,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1994,1994,0.5908800000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1995,1995,0.60058,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1996,1996,0.59745,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1997,1997,0.60863,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1998,1998,0.60139,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,1999,1999,0.5538500000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2000,2000,0.5929800000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2001,2001,0.58758,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2002,2002,0.5887,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2003,2003,0.5795899999999999,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2004,2004,0.6024,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2005,2005,0.6473300000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2006,2006,0.67903,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2007,2007,0.69684,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2008,2008,0.70399,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2009,2009,0.71144,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2010,2010,0.7300800000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2011,2011,0.7608100000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2012,2012,0.78259,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2013,2013,0.7867600000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2014,2014,0.8466200000000002,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2015,2015,0.9107600000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2016,2016,0.92508,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2017,2017,0.9473,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2018,2018,0.9455100000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2019,2019,0.9802200000000001,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2020,2020,1.00668,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2021,2021,1.03205,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2022,2022,1.08718,tonnes/ha,FAOSTAT
Vegetable yield,Bangladesh,2023,2023,1.133,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1961,1961,1.14976,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1962,1962,1.1281,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1963,1963,1.15652,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1964,1964,1.19274,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1965,1965,1.17564,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1966,1966,1.29776,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1967,1967,1.33137,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1968,1968,1.38984,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1969,1969,1.26815,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1970,1970,1.13052,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1971,1971,1.14171,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1972,1972,1.10164,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1973,1973,1.07093,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1974,1974,1.02863,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1975,1975,1.01895,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1976,1976,1.00369,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1977,1977,0.99075,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1978,1978,0.97093,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1979,1979,0.94579,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1980,1980,0.96784,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1981,1981,0.96258,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1982,1982,0.93464,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1983,1983,0.9324100000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1984,1984,0.9298799999999999,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1985,1985,0.9204600000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1986,1986,0.9533600000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1987,1987,0.9087500000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1988,1988,0.8635100000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1989,1989,0.8741500000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1990,1990,0.8591500000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1991,1991,0.8531299999999999,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1992,1992,0.8559100000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1993,1993,0.83964,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1994,1994,0.83939,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1995,1995,0.8312299999999999,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1996,1996,0.82109,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1997,1997,0.81008,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1998,1998,0.80742,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,1999,1999,0.76859,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2000,2000,0.7652,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2001,2001,0.77153,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2002,2002,0.78954,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2003,2003,0.79989,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2004,2004,0.7235100000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2005,2005,0.77141,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2006,2006,0.81647,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2007,2007,0.84874,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2008,2008,0.8477100000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2009,2009,0.8614600000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2010,2010,0.8500700000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2011,2011,0.9111,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2012,2012,0.90213,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2013,2013,0.9435,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2014,2014,0.98185,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2015,2015,1.0167,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2016,2016,1.2624,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2017,2017,1.2471,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2018,2018,1.21436,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2019,2019,0.9600700000000001,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2020,2020,0.96404,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2021,2021,1.02318,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2022,2022,1.12163,tonnes/ha,FAOSTAT
Fruit yield,Bangladesh,2023,2023,1.10161,tonnes/ha,FAOSTAT
Percent of wheat flour that is industrially processed,Bangladesh,2022,2022,78,%,Global Fortification Data Exchange
Open budget index score,Bangladesh,2006,2006,39,,International Budget Partnership
Open budget index score,Bangladesh,2008,2008,42,,International Budget Partnership
Open budget index score,Bangladesh,2010,2010,48,,International Budget Partnership
Open budget index score,Bangladesh,2012,2012,58,,International Budget Partnership
Open budget index score,Bangladesh,2015,2015,56,,International Budget Partnership
Open budget index score,Bangladesh,2017,2017,41,,International Budget Partnership
Open budget index score,Bangladesh,2019,2019,36,,International Budget Partnership
Open budget index score,Bangladesh,2021,2021,30,,International Budget Partnership
Food safety capacity,Bangladesh,2018,2018,40,,WHO Global Health Observatory
Food safety capacity,Bangladesh,2019,2019,40,,WHO Global Health Observatory
Food safety capacity,Bangladesh,2020,2020,60,,WHO Global Health Observatory
Greenhouse gas emissions intensity for chicken,Bangladesh,1961,1961,3.4445,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for chicken,Bangladesh,1962,1962,3.4191,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for chicken,Bangladesh,1963,1963,3.4361,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for chicken,Bangladesh,1964,1964,3.4269,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for chicken,Bangladesh,1965,1965,3.4378,kg CO2eq/kg product,FAOSTAT
Greenhouse gas emissions intensity for chicken,Bangladesh,1966,1966,3.4285,kg CO2eq/kg product,FAOSTAT
